,property_type,room_type,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,price,host_response,amenities_ratio,regions
93,6,1,1.0,2,1,1,1,0.009996501836428782,79.99999999999997,0,0.16883116883116886,4
94,6,2,1.0,2,1,1,0,0.6117090486137275,149.0,1,0.14285714285714285,6
95,5,2,1.0,2,1,0,0,0.37431611746322396,138.00000000000006,1,0.2987012987012987,1
96,5,1,1.0,2,0,0,0,0.22553725196322089,88.99999999999999,1,0.12987012987012986,9
97,6,2,1.0,1,0,1,0,0.43519584285652463,119.00000000000013,0,0.16883116883116886,9
98,6,2,1.0,2,1,1,1,0.03989838849922814,208.0,1,0.3246753246753247,7
99,1,0,2.0,2,0,1,1,0.38456205592731624,50.000000000000036,0,0.2727272727272727,7
100,6,2,1.0,2,0,1,0,0.08567550010248949,52.000000000000036,1,0.15584415584415584,4
101,6,2,1.0,2,1,1,1,0.019991006070447338,88.00000000000004,1,0.2727272727272727,7
102,5,2,2.0,1,1,1,1,0.07957540435792718,249.99999999999991,1,0.2857142857142857,6
103,6,1,1.0,2,1,1,1,0.18164425146601698,64.99999999999999,1,0.2077922077922078,8
104,5,2,1.0,2,1,1,1,0.12264067565387148,103.0000000000001,1,0.3376623376623377,1
105,6,2,1.0,2,1,1,0,0.1806060470927018,64.99999999999999,1,0.2597402597402597,7
106,6,1,1.0,1,1,1,1,0.29965811084052013,125.00000000000004,1,0.2207792207792208,8
107,6,2,1.0,1,1,1,0,0.029979022024306475,155.00000000000003,0,0.12987012987012986,0
108,1,2,1.0,2,1,1,0,0.0598297275698613,169.0,0,0.3116883116883117,7
109,6,2,1.0,1,1,1,1,0.19605091743988298,102.00000000000004,1,0.11688311688311688,9
110,6,1,1.0,0,0,0,0,0.3713314008487619,30.000000000000004,0,0.06493506493506493,7
111,6,1,0.0,1,1,0,0,0.16796775328675628,34.99999999999999,0,0.09090909090909093,0
112,6,1,1.0,0,1,0,0,0.009996501836428782,99.0,1,0.2727272727272727,9
113,6,1,1.0,2,1,1,0,0.16774400829594788,85.00000000000001,1,0.23376623376623376,9
114,6,1,1.0,2,1,0,1,0.022208517489360154,179.99999999999991,1,0.11688311688311688,7
115,6,2,1.0,1,1,1,0,0.22617602489329897,289.99999999999994,1,0.1948051948051948,9
116,6,2,1.0,1,1,1,0,0.06971475307473003,375.0000000000005,1,0.23376623376623376,6
117,6,2,1.0,1,1,0,1,0.07972542013655334,85.00000000000001,0,0.3116883116883117,8
118,6,1,1.5,0,1,1,0,0.11618926032601529,110.00000000000004,1,0.2077922077922078,9
119,6,2,1.0,2,1,1,0,0.1958426572111997,108.99999999999996,1,0.24675324675324675,7
120,6,0,1.0,2,1,1,0,0.019942251086706574,55.00000000000002,1,0.2987012987012987,7
121,6,2,1.0,2,1,1,0,0.127934968704112,115.0,1,0.2857142857142857,9
122,5,2,4.0,1,1,1,0,0.12094709553657013,950.0000000000017,1,0.4025974025974026,7
123,3,2,1.0,2,1,0,0,0.30096463271442303,64.99999999999999,1,0.35064935064935066,1
124,6,2,1.0,2,1,0,0,0.016552117772047358,275.00000000000057,1,0.2727272727272727,9
125,6,2,1.0,1,1,0,1,0.04991272901962332,184.99999999999991,1,0.3116883116883117,9
126,3,1,1.0,1,1,1,1,0.7851134913268041,99.0,1,0.2857142857142857,6
127,5,1,1.0,2,1,1,0,0.556607474271832,199.0,1,0.18181818181818185,9
128,6,2,1.0,1,1,0,1,0.12888354874465524,104.99999999999996,1,0.12987012987012986,9
129,3,1,1.5,1,1,1,1,0.5930074328501544,38.99999999999999,1,0.3116883116883117,5
130,5,1,1.0,2,1,1,0,0.6265312875566338,46.0,1,0.3116883116883117,5
131,5,1,1.0,0,0,1,1,0.18801070530938313,79.0,0,0.2987012987012987,0
132,2,2,1.0,1,1,1,0,0.28938607557221696,136.00000000000006,1,0.4935064935064935,9
133,4,1,1.0,0,1,1,0,0.00999800059980007,89.99999999999967,1,0.2987012987012987,7
134,6,2,1.0,2,1,1,0,0.4822582069249158,125.00000000000004,1,0.2987012987012987,5
135,5,1,1.0,0,1,1,1,0.2787210469176752,100.00000000000004,1,0.2857142857142857,7
136,6,2,1.0,2,0,0,0,0.4800431774228402,139.99999999999994,1,0.2857142857142857,6
137,6,1,1.0,2,1,1,0,0.40423877305560474,70.00000000000003,1,0.3376623376623377,8
138,5,1,1.5,0,1,1,0,0.04992267972327474,55.00000000000002,1,0.2077922077922078,8
139,5,2,2.0,1,1,0,0,0.17381359135891244,380.00000000000006,0,0.16883116883116886,6
140,5,1,2.0,2,0,1,1,0.31913007018398276,50.000000000000036,1,0.3246753246753247,2
141,6,1,1.0,2,1,1,1,0.29308032406162626,100.00000000000004,0,0.2597402597402597,8
142,5,0,1.0,0,1,1,0,0.039902358685665065,28.99999999999999,1,0.24675324675324675,8
143,6,2,1.0,1,1,0,1,0.009996501836428782,300.00000000000017,1,0.23376623376623376,9
144,6,2,1.0,2,1,0,0,0.05191181650545866,300.00000000000017,1,0.14285714285714285,6
145,4,2,1.0,2,1,1,0,0.069797878803473,270.00000000000006,1,0.2077922077922078,4
146,6,2,1.0,2,1,1,1,0.10276490556052248,85.00000000000001,1,0.1948051948051948,7
147,6,2,1.0,2,1,0,0,0.3011066854978517,99.0,1,0.24675324675324675,7
148,6,1,1.0,1,0,1,0,0.6195174379266466,79.0,1,0.2597402597402597,8
149,6,2,1.0,0,0,1,0,0.09041424091239707,149.99999999999997,1,0.18181818181818185,8
150,6,2,2.0,1,1,1,0,0.39429634029333965,199.0,1,0.3246753246753247,5
151,6,1,1.0,1,1,1,0,0.03223570965237958,32.999999999999986,1,0.15584415584415584,8
152,6,2,1.0,2,0,1,0,0.8029063869107296,175.00000000000009,1,0.12987012987012986,4
153,5,1,1.0,1,1,1,1,0.5420604937128977,55.00000000000002,1,0.2987012987012987,8
154,6,2,1.0,1,1,1,0,0.6762904096897157,125.00000000000004,1,0.2597402597402597,6
155,6,2,1.0,2,1,1,1,0.1574591643244434,128.99999999999997,1,0.4025974025974026,4
156,6,1,1.0,1,0,0,0,0.009996501836428782,74.99999999999997,1,0.14285714285714285,2
157,6,2,2.0,2,0,1,1,0.2250293510418124,258.99999999999994,1,0.2857142857142857,7
158,1,2,1.0,2,1,1,0,0.142805109658237,144.99999999999997,0,0.2597402597402597,8
159,1,2,2.0,1,1,1,0,0.1859230334660007,199.99999999999991,1,0.2857142857142857,3
160,5,1,1.0,1,1,1,0,0.9365682387336652,125.00000000000004,1,0.5324675324675324,6
161,6,1,1.0,2,1,1,0,0.22018821404476135,70.00000000000003,1,0.11688311688311688,8
162,6,2,1.0,1,1,1,0,0.2808000677392683,195.0,1,0.35064935064935066,7
163,6,2,1.0,1,1,1,0,0.07666889200920662,99.0,1,0.16883116883116886,1
164,6,2,1.0,2,0,1,0,0.13825094132645938,398.9999999999994,1,0.2597402597402597,9
165,5,1,1.0,1,1,1,0,0.1279276986391137,55.00000000000002,1,0.16883116883116886,5
166,6,1,1.0,1,1,1,0,0.11041133072716788,59.00000000000002,1,0.12987012987012986,9
167,1,2,1.0,1,1,1,0,0.40577561865646483,175.00000000000009,1,0.1948051948051948,9
168,5,1,2.0,0,1,0,0,0.019993003672857564,30.000000000000004,0,0.24675324675324675,5
169,6,2,2.0,2,1,1,1,0.4963537205297695,249.99999999999991,1,0.42857142857142855,6
170,6,2,2.0,2,1,0,1,0.34443847286440216,159.0,1,0.35064935064935066,8
171,5,2,1.0,2,1,1,1,0.13971387952048386,152.0,1,0.3636363636363637,7
172,6,1,1.0,2,1,1,1,0.0598743955159359,65.99999999999997,1,0.1948051948051948,9
173,6,1,1.0,2,1,1,0,0.17885894254136195,68.00000000000001,1,0.2597402597402597,3
174,4,2,2.0,1,1,0,1,0.2883752568048598,128.99999999999997,1,0.3376623376623377,3
175,6,2,1.0,1,1,0,0,0.19408986451825183,199.99999999999991,0,0.15584415584415584,9
176,6,2,1.0,2,1,0,0,0.044386943059843156,169.99999999999991,1,0.15584415584415584,9
177,5,2,1.0,0,1,1,1,0.059820805971148305,155.00000000000003,1,0.2727272727272727,7
178,6,2,1.0,2,1,1,0,0.11613744216742246,115.0,1,0.2597402597402597,9
179,6,2,1.5,0,1,0,0,0.4233013459229949,179.99999999999991,1,0.2077922077922078,9
180,6,1,1.0,0,0,0,0,0.2799160377811099,69.00000000000001,1,0.16883116883116886,5
181,6,2,1.0,2,1,0,0,0.15576963129256696,195.0,1,0.15584415584415584,8
182,5,2,1.0,2,1,1,1,0.2951692378843426,99.0,1,0.23376623376623376,7
183,6,2,2.0,2,1,0,1,0.3069129619049406,300.00000000000017,1,0.23376623376623376,9
184,6,2,1.0,2,1,1,0,0.06980829044047548,74.99999999999997,1,0.2077922077922078,8
185,4,2,1.0,2,1,1,0,0.03744445957118734,329.0000000000003,1,0.3896103896103896,9
186,5,1,1.0,2,0,0,0,0.12390137411102899,59.00000000000002,0,0.2597402597402597,2
187,5,1,1.0,1,1,1,0,0.27464182422637834,160.00000000000026,1,0.42857142857142855,6
188,1,1,1.0,2,1,1,0,0.14716473274373829,85.00000000000001,1,0.3376623376623377,3
189,1,2,1.0,1,1,1,0,0.02996555939866346,260.00000000000017,0,0.2207792207792208,8
190,6,1,1.0,1,1,0,0,0.24469421708585568,115.0,1,0.3636363636363637,9
191,2,1,2.5,2,1,1,1,0.6198414298655655,88.99999999999999,1,0.1948051948051948,7
192,3,1,1.0,2,1,1,0,0.06436005038535784,45.00000000000002,1,0.3636363636363637,3
193,5,1,1.5,2,1,1,0,0.964420440022328,111.99999999999996,1,0.24675324675324675,6
194,6,2,1.0,2,0,1,1,0.9103017571660104,224.9999999999998,0,0.15584415584415584,4
195,5,2,3.5,2,1,1,0,0.00993906158419171,300.00000000000017,1,0.5584415584415584,4
196,6,2,1.0,2,1,0,0,0.14253101841568944,129.99999999999997,1,0.18181818181818185,9
197,6,2,1.0,2,1,0,0,0.034448640913096906,214.99999999999991,1,0.3896103896103896,9
198,5,1,1.0,2,1,1,0,0.07504356471402417,34.00000000000001,0,0.12987012987012986,0
199,6,2,1.0,2,1,0,0,0.0856804136746039,164.9999999999998,0,0.2077922077922078,9
200,6,2,1.0,1,1,1,0,0.2236279356048969,175.00000000000009,1,0.4805194805194805,8
201,6,2,1.0,1,1,1,0,0.009995003746877732,199.99999999999991,1,0.3246753246753247,8
202,6,2,1.0,0,1,0,0,0.009996501836428782,50.000000000000036,0,0.18181818181818185,2
203,6,1,1.0,2,1,1,0,0.11151003416580421,88.99999999999999,0,0.2987012987012987,7
204,1,1,2.0,0,1,1,1,0.04992267972327474,110.00000000000004,1,0.23376623376623376,8
205,6,2,1.0,2,1,1,1,0.13547547955398526,211.00000000000003,1,0.37662337662337664,6
206,6,1,1.0,2,1,0,0,0.36789318177324043,74.99999999999997,0,0.2207792207792208,9
207,2,2,1.0,2,0,0,1,0.1013623424313317,138.99999999999997,1,0.5714285714285714,2
208,6,2,1.0,2,1,1,0,0.14827521168896396,139.99999999999994,1,0.3636363636363637,6
209,6,1,1.0,0,0,1,0,0.11742062234725073,64.99999999999999,1,0.14285714285714285,8
210,5,1,1.0,1,1,1,0,0.23295394836728936,76.99999999999996,1,0.23376623376623376,0
211,6,2,1.0,1,1,1,0,0.16105025111433977,149.99999999999997,1,0.15584415584415584,9
212,6,2,2.0,2,1,0,1,0.3066302518333755,199.0,1,0.23376623376623376,7
213,6,1,1.0,1,1,1,0,0.35785852595656287,64.99999999999999,0,0.18181818181818185,6
214,6,2,1.0,2,1,1,1,0.4389914780699473,119.99999999999996,1,0.23376623376623376,3
215,6,1,2.0,2,1,1,0,0.5969620057957092,56.99999999999997,1,0.2207792207792208,8
216,6,2,1.0,2,1,1,1,0.04096923455208387,214.99999999999991,0,0.15584415584415584,9
217,4,1,1.0,1,1,1,0,0.8915505018606419,115.0,1,0.2597402597402597,6
218,6,2,1.0,2,1,1,0,0.26477643772473564,175.00000000000009,1,0.2727272727272727,9
219,6,1,1.0,2,1,1,1,0.019990007493755464,74.99999999999997,1,0.2597402597402597,5
220,5,1,1.5,2,1,0,1,0.36965579222506617,45.00000000000002,1,0.2727272727272727,7
221,6,2,1.0,2,1,1,1,0.012488297703785156,160.00000000000026,1,0.15584415584415584,9
222,2,2,3.5,2,1,1,0,0.4707129492889188,400.00000000000017,1,0.2727272727272727,9
223,4,2,1.0,2,1,1,0,0.31581168680920463,85.00000000000001,1,0.35064935064935066,3
224,5,2,1.5,1,1,1,0,0.3873104382610597,128.99999999999997,1,0.35064935064935066,5
225,5,2,1.0,2,1,0,0,0.6533610444127947,310.00000000000006,0,0.2727272727272727,7
226,5,1,1.0,1,1,1,1,0.43185349834537573,119.99999999999996,0,0.2727272727272727,6
227,6,1,1.0,1,1,0,0,0.05988334111655096,79.99999999999997,0,0.16883116883116886,9
228,6,1,1.0,1,1,1,1,0.08949307311967476,79.0,1,0.18181818181818185,8
229,5,1,2.0,2,1,1,0,0.07424992461363522,50.000000000000036,0,0.09090909090909093,8
230,6,2,1.0,1,1,1,0,0.4588493569536668,199.99999999999991,1,0.16883116883116886,8
231,5,1,1.0,1,1,0,0,0.2074434546695699,88.99999999999999,1,0.1948051948051948,6
232,6,2,1.0,2,1,1,1,0.6177058398576947,128.99999999999997,0,0.2597402597402597,8
233,6,2,1.0,2,0,1,0,0.20431288696918662,125.00000000000004,1,0.2727272727272727,7
234,6,1,1.0,1,1,1,0,0.049914283424850006,70.00000000000003,1,0.2077922077922078,1
235,4,2,1.0,1,1,0,0,0.3825266025668139,195.0,1,0.5584415584415584,4
236,6,2,1.0,2,1,1,0,0.09629662245520004,119.99999999999996,1,0.2207792207792208,0
237,5,2,1.0,2,1,1,0,0.6505198105112888,95.0,1,0.2727272727272727,8
238,6,2,1.0,2,1,1,0,0.25259478410048425,179.99999999999991,0,0.23376623376623376,7
239,6,2,1.0,2,1,1,0,0.19784154579278443,129.99999999999997,1,0.2857142857142857,2
240,5,2,1.0,2,1,1,0,0.1559120156111369,99.0,1,0.2077922077922078,8
241,6,1,1.0,1,1,1,1,0.4434252958020886,70.00000000000003,0,0.2987012987012987,7
242,6,2,1.0,2,1,1,0,0.1265896033063421,147.99999999999994,1,0.1038961038961039,9
243,5,1,2.0,2,1,1,0,0.9575207385203643,78.0,1,0.16883116883116886,6
244,6,2,1.0,2,1,0,1,0.4116387748237724,491.9999999999994,1,0.2727272727272727,9
245,6,1,1.0,2,1,1,0,0.48248915507779366,124.00000000000004,1,0.2077922077922078,6
246,6,0,1.0,2,1,1,1,0.6119299380329132,50.000000000000036,0,0.2857142857142857,7
247,6,1,1.5,2,1,1,0,0.1349934614125654,89.99999999999967,0,0.2597402597402597,6
248,6,1,2.0,0,1,1,0,0.03995607246715571,50.000000000000036,1,0.3246753246753247,0
249,2,2,1.5,2,1,1,0,0.17402292315888646,129.99999999999997,1,0.6363636363636364,2
250,6,1,2.0,0,1,1,0,0.009996501836428782,89.99999999999967,1,0.1038961038961039,9
251,3,2,1.0,2,0,1,0,0.10922722043198381,278.99999999999994,1,0.2077922077922078,6
252,6,2,1.0,2,1,1,0,0.890518474620262,164.9999999999998,1,0.2857142857142857,6
253,6,2,1.0,2,1,1,1,0.0913858655950681,138.00000000000006,1,0.2727272727272727,9
254,5,2,1.0,1,1,0,1,0.06156194131255393,119.99999999999996,1,0.4675324675324675,8
255,6,1,1.5,1,0,0,0,0.10575055790175866,100.00000000000004,1,0.15584415584415584,9
256,6,1,1.0,0,1,1,0,0.24696854354538172,245.00000000000009,1,0.18181818181818185,9
257,2,1,1.5,0,1,1,0,0.3825266025668139,88.99999999999999,1,0.2857142857142857,1
258,5,1,1.0,1,1,0,0,0.07503063099984761,64.99999999999999,0,0.2207792207792208,0
259,3,1,1.0,2,0,0,0,0.5829651687542211,81.00000000000003,1,0.12987012987012986,9
260,5,1,1.5,0,0,1,0,0.009996501836428782,89.99999999999967,0,0.2727272727272727,8
261,6,2,1.0,2,1,0,0,0.29688281216608053,125.00000000000004,1,0.16883116883116886,9
262,5,2,1.0,2,1,0,0,0.01990074380419978,268.9999999999995,1,0.2597402597402597,8
263,6,2,2.5,2,1,1,0,0.32684753842142783,349.99999999999983,1,0.3376623376623377,7
264,6,1,1.0,2,1,1,0,0.5424008514063252,98.00000000000004,1,0.24675324675324675,7
265,6,2,1.0,1,1,1,1,0.20187607099088353,119.99999999999996,1,0.1948051948051948,8
266,6,2,2.0,2,1,1,1,0.09070110827353507,1000.0000000000008,1,0.3116883116883117,6
267,5,1,2.0,0,1,1,0,0.07424992461363522,50.000000000000036,1,0.2597402597402597,7
268,6,1,1.0,0,1,1,0,0.08477126063259126,125.00000000000004,0,0.2207792207792208,5
269,6,1,2.0,2,1,1,0,0.2473044315075628,74.99999999999997,1,0.3116883116883117,7
270,6,2,1.0,1,1,1,0,0.19604251520423435,149.99999999999997,1,0.12987012987012986,8
271,5,2,2.5,1,0,1,0,0.6886486436357504,190.0,1,0.14285714285714285,5
272,6,1,1.0,2,1,1,0,0.019990007493755464,95.0,1,0.2077922077922078,9
273,6,2,1.0,2,1,1,0,0.15690768818074163,199.99999999999991,1,0.24675324675324675,9
274,6,1,1.0,2,1,1,0,0.6717948729355735,95.0,1,0.16883116883116886,9
275,6,2,1.0,0,1,1,0,0.3304554906286245,129.99999999999997,1,0.18181818181818185,9
276,6,1,1.0,1,0,0,0,0.14976057446828844,64.99999999999999,1,0.23376623376623376,9
277,6,2,1.0,2,1,1,0,0.8020963757126646,300.00000000000017,1,0.3246753246753247,9
278,6,2,1.0,1,1,1,0,0.8483464399009861,67.00000000000004,1,0.3116883116883117,5
279,6,2,1.0,2,1,1,1,0.1361035951395862,99.0,1,0.3116883116883117,7
280,5,1,1.0,0,1,1,0,0.012496095580101535,44.00000000000002,1,0.2207792207792208,1
281,6,2,1.0,2,1,1,0,0.029955100997537662,149.0,1,0.2077922077922078,8
282,1,2,1.0,2,1,1,0,0.5932019358651911,171.99999999999991,1,0.2597402597402597,6
283,6,1,1.0,2,1,1,0,0.21152852805666233,74.99999999999997,1,0.2597402597402597,8
284,4,2,1.0,2,1,1,0,0.170865058360397,314.9999999999997,1,0.5064935064935064,6
285,6,2,1.0,1,1,1,1,0.16430361065323476,249.99999999999991,1,0.24675324675324675,6
286,2,2,1.0,1,1,0,1,0.019972058663135294,160.00000000000026,1,0.24675324675324675,9
287,6,1,1.0,2,1,1,1,0.6566512405645906,59.99999999999999,1,0.2597402597402597,8
288,6,1,1.0,1,1,1,1,0.07196635698271739,45.00000000000002,1,0.2597402597402597,8
289,6,2,1.0,1,1,1,1,0.310314200675491,475.00000000000085,1,0.4675324675324675,9
290,4,2,1.0,0,0,0,0,0.019975046777556894,149.99999999999997,1,0.23376623376623376,3
291,6,1,1.0,0,0,1,0,0.03996205406440479,179.99999999999991,1,0.2987012987012987,9
