,DATETIME,FECHA,HORA,HGM
126092,2014-05-20 21:00:00,2014-05-20,21.0,37.0
126093,2014-05-20 22:00:00,2014-05-20,22.0,34.0
126094,2014-05-20 23:00:00,2014-05-20,23.0,47.0
126095,2014-05-20 00:00:00,2014-05-20,0.0,44.0
126096,2014-05-21 01:00:00,2014-05-21,1.0,36.0
126097,2014-05-21 02:00:00,2014-05-21,2.0,50.0
126098,2014-05-21 03:00:00,2014-05-21,3.0,46.0
126099,2014-05-21 04:00:00,2014-05-21,4.0,49.0
126100,2014-05-21 05:00:00,2014-05-21,5.0,47.0
126101,2014-05-21 06:00:00,2014-05-21,6.0,62.0
126102,2014-05-21 07:00:00,2014-05-21,7.0,70.0
126103,2014-05-21 08:00:00,2014-05-21,8.0,81.0
126104,2014-05-21 09:00:00,2014-05-21,9.0,79.0
126105,2014-05-21 10:00:00,2014-05-21,10.0,80.0
126106,2014-05-21 11:00:00,2014-05-21,11.0,91.0
126107,2014-05-21 12:00:00,2014-05-21,12.0,74.0
126108,2014-05-21 13:00:00,2014-05-21,13.0,72.0
126109,2014-05-21 14:00:00,2014-05-21,14.0,66.0
126110,2014-05-21 15:00:00,2014-05-21,15.0,73.0
126111,2014-05-21 16:00:00,2014-05-21,16.0,73.0
126112,2014-05-21 17:00:00,2014-05-21,17.0,64.0
126113,2014-05-21 18:00:00,2014-05-21,18.0,65.0
126114,2014-05-21 19:00:00,2014-05-21,19.0,88.0
126115,2014-05-21 20:00:00,2014-05-21,20.0,59.0
126116,2014-05-21 21:00:00,2014-05-21,21.0,35.0
126117,2014-05-21 22:00:00,2014-05-21,22.0,37.0
126118,2014-05-21 23:00:00,2014-05-21,23.0,36.0
126119,2014-05-21 00:00:00,2014-05-21,0.0,49.0
126120,2014-05-22 01:00:00,2014-05-22,1.0,44.0
126121,2014-05-22 02:00:00,2014-05-22,2.0,37.0
126122,2014-05-22 03:00:00,2014-05-22,3.0,42.0
126123,2014-05-22 04:00:00,2014-05-22,4.0,38.0
126124,2014-05-22 05:00:00,2014-05-22,5.0,46.0
126125,2014-05-22 06:00:00,2014-05-22,6.0,51.0
126126,2014-05-22 07:00:00,2014-05-22,7.0,68.0
126127,2014-05-22 08:00:00,2014-05-22,8.0,84.0
126128,2014-05-22 09:00:00,2014-05-22,9.0,76.0
126129,,,,
126130,,,,
126131,,,,
126132,,,,
126133,2014-05-22 14:00:00,2014-05-22,14.0,93.0
126134,2014-05-22 15:00:00,2014-05-22,15.0,68.0
126135,2014-05-22 16:00:00,2014-05-22,16.0,40.0
126136,2014-05-22 17:00:00,2014-05-22,17.0,56.0
126137,2014-05-22 18:00:00,2014-05-22,18.0,75.0
126138,2014-05-22 19:00:00,2014-05-22,19.0,52.0
126139,,,,
126140,2014-05-22 21:00:00,2014-05-22,21.0,40.0
126141,2014-05-22 22:00:00,2014-05-22,22.0,27.0
126142,2014-05-22 23:00:00,2014-05-22,23.0,37.0
126143,2014-05-22 00:00:00,2014-05-22,0.0,31.0
126144,2014-05-23 01:00:00,2014-05-23,1.0,24.0
126145,2014-05-23 02:00:00,2014-05-23,2.0,20.0
126146,2014-05-23 03:00:00,2014-05-23,3.0,13.0
126147,2014-05-23 04:00:00,2014-05-23,4.0,18.0
126148,2014-05-23 05:00:00,2014-05-23,5.0,21.0
126149,2014-05-23 06:00:00,2014-05-23,6.0,22.0
126150,2014-05-23 07:00:00,2014-05-23,7.0,44.0
126151,2014-05-23 08:00:00,2014-05-23,8.0,50.0
126152,2014-05-23 09:00:00,2014-05-23,9.0,63.0
126153,2014-05-23 10:00:00,2014-05-23,10.0,85.0
126154,2014-05-23 11:00:00,2014-05-23,11.0,52.0
126155,2014-05-23 12:00:00,2014-05-23,12.0,62.0
126156,2014-05-23 13:00:00,2014-05-23,13.0,91.0
126157,2014-05-23 14:00:00,2014-05-23,14.0,79.0
126158,2014-05-23 15:00:00,2014-05-23,15.0,87.0
126159,2014-05-23 16:00:00,2014-05-23,16.0,66.0
126160,2014-05-23 17:00:00,2014-05-23,17.0,30.0
126161,2014-05-23 18:00:00,2014-05-23,18.0,52.0
126162,2014-05-23 19:00:00,2014-05-23,19.0,37.0
126163,2014-05-23 20:00:00,2014-05-23,20.0,41.0
126164,2014-05-23 21:00:00,2014-05-23,21.0,51.0
126165,2014-05-23 22:00:00,2014-05-23,22.0,35.0
126166,2014-05-23 23:00:00,2014-05-23,23.0,23.0
126167,2014-05-23 00:00:00,2014-05-23,0.0,33.0
126168,2014-05-24 01:00:00,2014-05-24,1.0,42.0
126169,2014-05-24 02:00:00,2014-05-24,2.0,38.0
126170,2014-05-24 03:00:00,2014-05-24,3.0,37.0
126171,2014-05-24 04:00:00,2014-05-24,4.0,28.0
126172,2014-05-24 05:00:00,2014-05-24,5.0,28.0
126173,2014-05-24 06:00:00,2014-05-24,6.0,30.0
126174,2014-05-24 07:00:00,2014-05-24,7.0,27.0
126175,2014-05-24 08:00:00,2014-05-24,8.0,47.0
126176,2014-05-24 09:00:00,2014-05-24,9.0,47.0
126177,,,,
126178,,,,
126179,,,,
126180,2014-05-24 13:00:00,2014-05-24,13.0,55.0
126181,2014-05-24 14:00:00,2014-05-24,14.0,66.0
126182,2014-05-24 15:00:00,2014-05-24,15.0,70.0
126183,2014-05-24 16:00:00,2014-05-24,16.0,65.0
126184,2014-05-24 17:00:00,2014-05-24,17.0,59.0
126185,2014-05-24 18:00:00,2014-05-24,18.0,82.0
126186,2014-05-24 19:00:00,2014-05-24,19.0,18.0
126187,2014-05-24 20:00:00,2014-05-24,20.0,7.0
126188,2014-05-24 21:00:00,2014-05-24,21.0,17.0
126189,2014-05-24 22:00:00,2014-05-24,22.0,23.0
126190,2014-05-24 23:00:00,2014-05-24,23.0,24.0
126191,2014-05-24 00:00:00,2014-05-24,0.0,17.0
126192,2014-05-25 01:00:00,2014-05-25,1.0,17.0
126193,2014-05-25 02:00:00,2014-05-25,2.0,20.0
126194,2014-05-25 03:00:00,2014-05-25,3.0,24.0
126195,2014-05-25 04:00:00,2014-05-25,4.0,24.0
126196,2014-05-25 05:00:00,2014-05-25,5.0,18.0
126197,2014-05-25 06:00:00,2014-05-25,6.0,16.0
126198,2014-05-25 07:00:00,2014-05-25,7.0,19.0
126199,2014-05-25 08:00:00,2014-05-25,8.0,18.0
126200,2014-05-25 09:00:00,2014-05-25,9.0,51.0
126201,2014-05-25 10:00:00,2014-05-25,10.0,23.0
126202,2014-05-25 11:00:00,2014-05-25,11.0,47.0
126203,2014-05-25 12:00:00,2014-05-25,12.0,61.0
126204,2014-05-25 13:00:00,2014-05-25,13.0,45.0
126205,2014-05-25 14:00:00,2014-05-25,14.0,34.0
126206,2014-05-25 15:00:00,2014-05-25,15.0,25.0
126207,2014-05-25 16:00:00,2014-05-25,16.0,25.0
126208,2014-05-25 17:00:00,2014-05-25,17.0,25.0
126209,2014-05-25 18:00:00,2014-05-25,18.0,15.0
126210,2014-05-25 19:00:00,2014-05-25,19.0,21.0
126211,2014-05-25 20:00:00,2014-05-25,20.0,13.0
126212,2014-05-25 21:00:00,2014-05-25,21.0,22.0
126213,2014-05-25 22:00:00,2014-05-25,22.0,24.0
126214,2014-05-25 23:00:00,2014-05-25,23.0,14.0
126215,2014-05-25 00:00:00,2014-05-25,0.0,21.0
126216,2014-05-26 01:00:00,2014-05-26,1.0,32.0
126217,2014-05-26 02:00:00,2014-05-26,2.0,26.0
126218,2014-05-26 03:00:00,2014-05-26,3.0,25.0
126219,2014-05-26 04:00:00,2014-05-26,4.0,34.0
126220,2014-05-26 05:00:00,2014-05-26,5.0,28.0
126221,2014-05-26 06:00:00,2014-05-26,6.0,36.0
126222,2014-05-26 07:00:00,2014-05-26,7.0,42.0
126223,2014-05-26 08:00:00,2014-05-26,8.0,43.0
126224,2014-05-26 09:00:00,2014-05-26,9.0,69.0
126225,2014-05-26 10:00:00,2014-05-26,10.0,81.0
126226,2014-05-26 11:00:00,2014-05-26,11.0,74.0
126227,2014-05-26 12:00:00,2014-05-26,12.0,88.0
126228,2014-05-26 13:00:00,2014-05-26,13.0,87.0
126229,2014-05-26 14:00:00,2014-05-26,14.0,60.0
126230,2014-05-26 15:00:00,2014-05-26,15.0,59.0
126231,2014-05-26 16:00:00,2014-05-26,16.0,62.0
126232,2014-05-26 17:00:00,2014-05-26,17.0,43.0
126233,2014-05-26 18:00:00,2014-05-26,18.0,56.0
126234,2014-05-26 19:00:00,2014-05-26,19.0,48.0
126235,2014-05-26 20:00:00,2014-05-26,20.0,26.0
126236,2014-05-26 21:00:00,2014-05-26,21.0,38.0
126237,2014-05-26 22:00:00,2014-05-26,22.0,42.0
126238,2014-05-26 23:00:00,2014-05-26,23.0,16.0
126239,2014-05-26 00:00:00,2014-05-26,0.0,40.0
126240,2014-05-27 01:00:00,2014-05-27,1.0,51.0
126241,2014-05-27 02:00:00,2014-05-27,2.0,30.0
126242,2014-05-27 03:00:00,2014-05-27,3.0,24.0
126243,2014-05-27 04:00:00,2014-05-27,4.0,28.0
126244,2014-05-27 05:00:00,2014-05-27,5.0,22.0
126245,2014-05-27 06:00:00,2014-05-27,6.0,32.0
126246,2014-05-27 07:00:00,2014-05-27,7.0,44.0
126247,2014-05-27 08:00:00,2014-05-27,8.0,39.0
126248,2014-05-27 09:00:00,2014-05-27,9.0,58.0
126249,2014-05-27 10:00:00,2014-05-27,10.0,62.0
126250,2014-05-27 11:00:00,2014-05-27,11.0,90.0
126251,2014-05-27 12:00:00,2014-05-27,12.0,84.0
126252,2014-05-27 13:00:00,2014-05-27,13.0,76.0
126253,2014-05-27 14:00:00,2014-05-27,14.0,76.0
126254,2014-05-27 15:00:00,2014-05-27,15.0,90.0
126255,2014-05-27 16:00:00,2014-05-27,16.0,89.0
126256,2014-05-27 17:00:00,2014-05-27,17.0,38.0
126257,2014-05-27 18:00:00,2014-05-27,18.0,36.0
126258,2014-05-27 19:00:00,2014-05-27,19.0,30.0
126259,2014-05-27 20:00:00,2014-05-27,20.0,35.0
126260,2014-05-27 21:00:00,2014-05-27,21.0,33.0
126261,2014-05-27 22:00:00,2014-05-27,22.0,31.0
126262,2014-05-27 23:00:00,2014-05-27,23.0,16.0
126263,2014-05-27 00:00:00,2014-05-27,0.0,17.0
126264,2014-05-28 01:00:00,2014-05-28,1.0,12.0
126265,2014-05-28 02:00:00,2014-05-28,2.0,15.0
126266,2014-05-28 03:00:00,2014-05-28,3.0,17.0
126267,2014-05-28 04:00:00,2014-05-28,4.0,14.0
126268,2014-05-28 05:00:00,2014-05-28,5.0,15.0
126269,2014-05-28 06:00:00,2014-05-28,6.0,10.0
126270,2014-05-28 07:00:00,2014-05-28,7.0,17.0
126271,2014-05-28 08:00:00,2014-05-28,8.0,15.0
126272,2014-05-28 09:00:00,2014-05-28,9.0,30.0
126273,2014-05-28 10:00:00,2014-05-28,10.0,37.0
126274,2014-05-28 11:00:00,2014-05-28,11.0,51.0
126275,2014-05-28 12:00:00,2014-05-28,12.0,63.0
126276,2014-05-28 13:00:00,2014-05-28,13.0,62.0
126277,2014-05-28 14:00:00,2014-05-28,14.0,82.0
126278,2014-05-28 15:00:00,2014-05-28,15.0,72.0
126279,2014-05-28 16:00:00,2014-05-28,16.0,62.0
126280,2014-05-28 17:00:00,2014-05-28,17.0,66.0
126281,2014-05-28 18:00:00,2014-05-28,18.0,35.0
126282,2014-05-28 19:00:00,2014-05-28,19.0,31.0
126283,2014-05-28 20:00:00,2014-05-28,20.0,35.0
126284,2014-05-28 21:00:00,2014-05-28,21.0,36.0
126285,2014-05-28 22:00:00,2014-05-28,22.0,37.0
126286,2014-05-28 23:00:00,2014-05-28,23.0,23.0
126287,2014-05-28 00:00:00,2014-05-28,0.0,21.0
126288,2014-05-29 01:00:00,2014-05-29,1.0,19.0
126289,2014-05-29 02:00:00,2014-05-29,2.0,13.0
126290,2014-05-29 03:00:00,2014-05-29,3.0,12.0
126291,2014-05-29 04:00:00,2014-05-29,4.0,13.0
126292,2014-05-29 05:00:00,2014-05-29,5.0,17.0
126293,2014-05-29 06:00:00,2014-05-29,6.0,26.0
126294,2014-05-29 07:00:00,2014-05-29,7.0,32.0
126295,2014-05-29 08:00:00,2014-05-29,8.0,36.0
126296,2014-05-29 09:00:00,2014-05-29,9.0,40.0
126297,2014-05-29 10:00:00,2014-05-29,10.0,42.0
126298,2014-05-29 11:00:00,2014-05-29,11.0,72.0
126299,2014-05-29 12:00:00,2014-05-29,12.0,77.0
126300,2014-05-29 13:00:00,2014-05-29,13.0,39.0
126301,2014-05-29 14:00:00,2014-05-29,14.0,59.0
126302,2014-05-29 15:00:00,2014-05-29,15.0,50.0
126303,,,,
126304,2014-05-29 17:00:00,2014-05-29,17.0,22.0
126305,2014-05-29 18:00:00,2014-05-29,18.0,38.0
126306,2014-05-29 19:00:00,2014-05-29,19.0,42.0
126307,2014-05-29 20:00:00,2014-05-29,20.0,42.0
126308,2014-05-29 21:00:00,2014-05-29,21.0,34.0
126309,2014-05-29 22:00:00,2014-05-29,22.0,20.0
126310,2014-05-29 23:00:00,2014-05-29,23.0,31.0
126311,2014-05-29 00:00:00,2014-05-29,0.0,21.0
126312,2014-05-30 01:00:00,2014-05-30,1.0,34.0
126313,2014-05-30 02:00:00,2014-05-30,2.0,27.0
126314,2014-05-30 03:00:00,2014-05-30,3.0,36.0
126315,2014-05-30 04:00:00,2014-05-30,4.0,39.0
126316,2014-05-30 05:00:00,2014-05-30,5.0,29.0
126317,2014-05-30 06:00:00,2014-05-30,6.0,31.0
126318,2014-05-30 07:00:00,2014-05-30,7.0,40.0
126319,2014-05-30 08:00:00,2014-05-30,8.0,53.0
126320,2014-05-30 09:00:00,2014-05-30,9.0,62.0
126321,2014-05-30 10:00:00,2014-05-30,10.0,101.0
126322,2014-05-30 11:00:00,2014-05-30,11.0,88.0
126323,2014-05-30 12:00:00,2014-05-30,12.0,94.0
126324,2014-05-30 13:00:00,2014-05-30,13.0,77.0
126325,2014-05-30 14:00:00,2014-05-30,14.0,88.0
126326,2014-05-30 15:00:00,2014-05-30,15.0,60.0
126327,2014-05-30 16:00:00,2014-05-30,16.0,69.0
126328,2014-05-30 17:00:00,2014-05-30,17.0,39.0
126329,2014-05-30 18:00:00,2014-05-30,18.0,17.0
126330,2014-05-30 19:00:00,2014-05-30,19.0,67.0
126331,2014-05-30 20:00:00,2014-05-30,20.0,63.0
126332,2014-05-30 21:00:00,2014-05-30,21.0,39.0
126333,2014-05-30 22:00:00,2014-05-30,22.0,47.0
126334,2014-05-30 23:00:00,2014-05-30,23.0,36.0
126335,2014-05-30 00:00:00,2014-05-30,0.0,32.0
126336,2014-05-31 01:00:00,2014-05-31,1.0,30.0
126337,2014-05-31 02:00:00,2014-05-31,2.0,34.0
126338,2014-05-31 03:00:00,2014-05-31,3.0,39.0
126339,2014-05-31 04:00:00,2014-05-31,4.0,32.0
126340,2014-05-31 05:00:00,2014-05-31,5.0,36.0
126341,2014-05-31 06:00:00,2014-05-31,6.0,24.0
126342,2014-05-31 07:00:00,2014-05-31,7.0,30.0
126343,2014-05-31 08:00:00,2014-05-31,8.0,12.0
126344,2014-05-31 09:00:00,2014-05-31,9.0,25.0
126345,2014-05-31 10:00:00,2014-05-31,10.0,25.0
126346,2014-05-31 11:00:00,2014-05-31,11.0,49.0
126347,2014-05-31 12:00:00,2014-05-31,12.0,48.0
126348,2014-05-31 13:00:00,2014-05-31,13.0,13.0
126349,2014-05-31 14:00:00,2014-05-31,14.0,33.0
126350,2014-05-31 15:00:00,2014-05-31,15.0,39.0
126351,2014-05-31 16:00:00,2014-05-31,16.0,44.0
126352,,,,
126353,2014-05-31 18:00:00,2014-05-31,18.0,30.0
126354,2014-05-31 19:00:00,2014-05-31,19.0,24.0
126355,2014-05-31 20:00:00,2014-05-31,20.0,26.0
126356,2014-05-31 21:00:00,2014-05-31,21.0,23.0
126357,2014-05-31 22:00:00,2014-05-31,22.0,22.0
126358,2014-05-31 23:00:00,2014-05-31,23.0,23.0
126359,2014-05-31 00:00:00,2014-05-31,0.0,25.0
126360,2014-06-01 01:00:00,2014-06-01,1.0,31.0
126361,2014-06-01 02:00:00,2014-06-01,2.0,40.0
126362,2014-06-01 03:00:00,2014-06-01,3.0,30.0
126363,2014-06-01 04:00:00,2014-06-01,4.0,30.0
126364,2014-06-01 05:00:00,2014-06-01,5.0,30.0
126365,2014-06-01 06:00:00,2014-06-01,6.0,32.0
126366,2014-06-01 07:00:00,2014-06-01,7.0,28.0
126367,2014-06-01 08:00:00,2014-06-01,8.0,38.0
126368,2014-06-01 09:00:00,2014-06-01,9.0,19.0
126369,2014-06-01 10:00:00,2014-06-01,10.0,23.0
126370,2014-06-01 11:00:00,2014-06-01,11.0,29.0
126371,2014-06-01 12:00:00,2014-06-01,12.0,40.0
126372,2014-06-01 13:00:00,2014-06-01,13.0,39.0
126373,2014-06-01 14:00:00,2014-06-01,14.0,38.0
126374,2014-06-01 15:00:00,2014-06-01,15.0,36.0
126375,2014-06-01 16:00:00,2014-06-01,16.0,22.0
126376,2014-06-01 17:00:00,2014-06-01,17.0,22.0
126377,2014-06-01 18:00:00,2014-06-01,18.0,13.0
126378,,,,
126379,2014-06-01 20:00:00,2014-06-01,20.0,16.0
126380,2014-06-01 21:00:00,2014-06-01,21.0,26.0
126381,2014-06-01 22:00:00,2014-06-01,22.0,25.0
126382,2014-06-01 23:00:00,2014-06-01,23.0,24.0
126383,2014-06-01 00:00:00,2014-06-01,0.0,32.0
126384,2014-06-02 01:00:00,2014-06-02,1.0,33.0
126385,2014-06-02 02:00:00,2014-06-02,2.0,34.0
126386,2014-06-02 03:00:00,2014-06-02,3.0,34.0
126387,2014-06-02 04:00:00,2014-06-02,4.0,35.0
126388,2014-06-02 05:00:00,2014-06-02,5.0,39.0
126389,2014-06-02 06:00:00,2014-06-02,6.0,31.0
126390,2014-06-02 07:00:00,2014-06-02,7.0,43.0
126391,2014-06-02 08:00:00,2014-06-02,8.0,41.0
126392,2014-06-02 09:00:00,2014-06-02,9.0,45.0
126393,2014-06-02 10:00:00,2014-06-02,10.0,40.0
126394,2014-06-02 11:00:00,2014-06-02,11.0,18.0
126395,2014-06-02 12:00:00,2014-06-02,12.0,37.0
126396,2014-06-02 13:00:00,2014-06-02,13.0,34.0
126397,,,,
126398,2014-06-02 15:00:00,2014-06-02,15.0,9.0
126399,2014-06-02 16:00:00,2014-06-02,16.0,28.0
126400,2014-06-02 17:00:00,2014-06-02,17.0,34.0
126401,2014-06-02 18:00:00,2014-06-02,18.0,39.0
126402,2014-06-02 19:00:00,2014-06-02,19.0,37.0
126403,2014-06-02 20:00:00,2014-06-02,20.0,20.0
126404,,,,
126405,2014-06-02 22:00:00,2014-06-02,22.0,27.0
126406,2014-06-02 23:00:00,2014-06-02,23.0,21.0
126407,2014-06-02 00:00:00,2014-06-02,0.0,23.0
126408,2014-06-03 01:00:00,2014-06-03,1.0,35.0
126409,2014-06-03 02:00:00,2014-06-03,2.0,36.0
126410,2014-06-03 03:00:00,2014-06-03,3.0,38.0
126411,2014-06-03 04:00:00,2014-06-03,4.0,34.0
126412,2014-06-03 05:00:00,2014-06-03,5.0,31.0
126413,2014-06-03 06:00:00,2014-06-03,6.0,21.0
126414,2014-06-03 07:00:00,2014-06-03,7.0,30.0
126415,2014-06-03 08:00:00,2014-06-03,8.0,40.0
126416,2014-06-03 09:00:00,2014-06-03,9.0,48.0
126417,2014-06-03 10:00:00,2014-06-03,10.0,23.0
126418,2014-06-03 11:00:00,2014-06-03,11.0,34.0
126419,2014-06-03 12:00:00,2014-06-03,12.0,58.0
126420,2014-06-03 13:00:00,2014-06-03,13.0,51.0
126421,2014-06-03 14:00:00,2014-06-03,14.0,30.0
126422,2014-06-03 15:00:00,2014-06-03,15.0,18.0
126423,2014-06-03 16:00:00,2014-06-03,16.0,17.0
126424,2014-06-03 17:00:00,2014-06-03,17.0,34.0
126425,2014-06-03 18:00:00,2014-06-03,18.0,29.0
126426,,,,
126427,,,,
126428,2014-06-03 21:00:00,2014-06-03,21.0,19.0
126429,2014-06-03 22:00:00,2014-06-03,22.0,9.0
126430,2014-06-03 23:00:00,2014-06-03,23.0,9.0
126431,,,,
126432,,,,
126433,,,,
126434,2014-06-04 03:00:00,2014-06-04,3.0,21.0
126435,2014-06-04 04:00:00,2014-06-04,4.0,16.0
126436,2014-06-04 05:00:00,2014-06-04,5.0,12.0
126437,2014-06-04 06:00:00,2014-06-04,6.0,14.0
126438,2014-06-04 07:00:00,2014-06-04,7.0,27.0
126439,2014-06-04 08:00:00,2014-06-04,8.0,31.0
126440,2014-06-04 09:00:00,2014-06-04,9.0,30.0
126441,2014-06-04 10:00:00,2014-06-04,10.0,46.0
126442,,,,
126443,,,,
126444,2014-06-04 13:00:00,2014-06-04,13.0,34.0
126445,2014-06-04 14:00:00,2014-06-04,14.0,37.0
126446,2014-06-04 15:00:00,2014-06-04,15.0,35.0
126447,2014-06-04 16:00:00,2014-06-04,16.0,12.0
126448,2014-06-04 17:00:00,2014-06-04,17.0,51.0
126449,2014-06-04 18:00:00,2014-06-04,18.0,32.0
126450,2014-06-04 19:00:00,2014-06-04,19.0,27.0
126451,2014-06-04 20:00:00,2014-06-04,20.0,18.0
126452,2014-06-04 21:00:00,2014-06-04,21.0,13.0
126453,,,,
126454,2014-06-04 23:00:00,2014-06-04,23.0,10.0
126455,2014-06-04 00:00:00,2014-06-04,0.0,10.0
126456,2014-06-05 01:00:00,2014-06-05,1.0,6.0
126457,2014-06-05 02:00:00,2014-06-05,2.0,11.0
126458,2014-06-05 03:00:00,2014-06-05,3.0,11.0
126459,2014-06-05 04:00:00,2014-06-05,4.0,18.0
126460,2014-06-05 05:00:00,2014-06-05,5.0,18.0
126461,2014-06-05 06:00:00,2014-06-05,6.0,31.0
126462,2014-06-05 07:00:00,2014-06-05,7.0,36.0
126463,2014-06-05 08:00:00,2014-06-05,8.0,36.0
126464,2014-06-05 09:00:00,2014-06-05,9.0,34.0
126465,2014-06-05 10:00:00,2014-06-05,10.0,48.0
126466,2014-06-05 11:00:00,2014-06-05,11.0,36.0
126467,2014-06-05 12:00:00,2014-06-05,12.0,44.0
126468,2014-06-05 13:00:00,2014-06-05,13.0,29.0
126469,2014-06-05 14:00:00,2014-06-05,14.0,32.0
126470,2014-06-05 15:00:00,2014-06-05,15.0,26.0
126471,2014-06-05 16:00:00,2014-06-05,16.0,30.0
126472,2014-06-05 17:00:00,2014-06-05,17.0,32.0
126473,,,,
126474,,,,
126475,,,,
126476,,,,
126477,2014-06-05 22:00:00,2014-06-05,22.0,13.0
126478,2014-06-05 23:00:00,2014-06-05,23.0,6.0
126479,,,,
126480,2014-06-06 01:00:00,2014-06-06,1.0,11.0
126481,2014-06-06 02:00:00,2014-06-06,2.0,5.0
126482,,,,
126483,2014-06-06 04:00:00,2014-06-06,4.0,10.0
126484,2014-06-06 05:00:00,2014-06-06,5.0,16.0
126485,2014-06-06 06:00:00,2014-06-06,6.0,19.0
126486,2014-06-06 07:00:00,2014-06-06,7.0,22.0
126487,2014-06-06 08:00:00,2014-06-06,8.0,21.0
126488,2014-06-06 09:00:00,2014-06-06,9.0,21.0
126489,2014-06-06 10:00:00,2014-06-06,10.0,32.0
126490,2014-06-06 11:00:00,2014-06-06,11.0,24.0
126491,2014-06-06 12:00:00,2014-06-06,12.0,37.0
126492,2014-06-06 13:00:00,2014-06-06,13.0,24.0
126493,2014-06-06 14:00:00,2014-06-06,14.0,20.0
126494,2014-06-06 15:00:00,2014-06-06,15.0,38.0
126495,,,,
126496,,,,
126497,,,,
126498,,,,
126499,,,,
126500,2014-06-06 21:00:00,2014-06-06,21.0,17.0
126501,2014-06-06 22:00:00,2014-06-06,22.0,16.0
126502,2014-06-06 23:00:00,2014-06-06,23.0,18.0
126503,,,,
126504,2014-06-07 01:00:00,2014-06-07,1.0,13.0
126505,2014-06-07 02:00:00,2014-06-07,2.0,12.0
126506,2014-06-07 03:00:00,2014-06-07,3.0,10.0
126507,2014-06-07 04:00:00,2014-06-07,4.0,11.0
126508,2014-06-07 05:00:00,2014-06-07,5.0,13.0
126509,2014-06-07 06:00:00,2014-06-07,6.0,15.0
126510,2014-06-07 07:00:00,2014-06-07,7.0,22.0
126511,2014-06-07 08:00:00,2014-06-07,8.0,20.0
126512,2014-06-07 09:00:00,2014-06-07,9.0,24.0
126513,2014-06-07 10:00:00,2014-06-07,10.0,17.0
126514,2014-06-07 11:00:00,2014-06-07,11.0,36.0
126515,2014-06-07 12:00:00,2014-06-07,12.0,16.0
126516,2014-06-07 13:00:00,2014-06-07,13.0,21.0
126517,2014-06-07 14:00:00,2014-06-07,14.0,24.0
126518,2014-06-07 15:00:00,2014-06-07,15.0,10.0
126519,,,,
126520,,,,
126521,,,,
126522,2014-06-07 19:00:00,2014-06-07,19.0,33.0
126523,2014-06-07 20:00:00,2014-06-07,20.0,16.0
126524,2014-06-07 21:00:00,2014-06-07,21.0,17.0
126525,,,,
126526,2014-06-07 23:00:00,2014-06-07,23.0,20.0
126527,2014-06-07 00:00:00,2014-06-07,0.0,26.0
126528,2014-06-08 01:00:00,2014-06-08,1.0,18.0
126529,2014-06-08 02:00:00,2014-06-08,2.0,15.0
126530,2014-06-08 03:00:00,2014-06-08,3.0,16.0
126531,2014-06-08 04:00:00,2014-06-08,4.0,19.0
126532,2014-06-08 05:00:00,2014-06-08,5.0,20.0
126533,2014-06-08 06:00:00,2014-06-08,6.0,24.0
126534,2014-06-08 07:00:00,2014-06-08,7.0,33.0
126535,2014-06-08 08:00:00,2014-06-08,8.0,52.0
126536,2014-06-08 09:00:00,2014-06-08,9.0,47.0
126537,2014-06-08 10:00:00,2014-06-08,10.0,45.0
126538,2014-06-08 11:00:00,2014-06-08,11.0,48.0
126539,2014-06-08 12:00:00,2014-06-08,12.0,64.0
126540,2014-06-08 13:00:00,2014-06-08,13.0,50.0
126541,2014-06-08 14:00:00,2014-06-08,14.0,44.0
126542,2014-06-08 15:00:00,2014-06-08,15.0,50.0
126543,2014-06-08 16:00:00,2014-06-08,16.0,36.0
126544,2014-06-08 17:00:00,2014-06-08,17.0,25.0
126545,2014-06-08 18:00:00,2014-06-08,18.0,12.0
126546,2014-06-08 19:00:00,2014-06-08,19.0,14.0
126547,2014-06-08 20:00:00,2014-06-08,20.0,12.0
126548,2014-06-08 21:00:00,2014-06-08,21.0,14.0
126549,2014-06-08 22:00:00,2014-06-08,22.0,21.0
126550,2014-06-08 23:00:00,2014-06-08,23.0,17.0
126551,2014-06-08 00:00:00,2014-06-08,0.0,20.0
126552,2014-06-09 01:00:00,2014-06-09,1.0,18.0
126553,2014-06-09 02:00:00,2014-06-09,2.0,20.0
126554,2014-06-09 03:00:00,2014-06-09,3.0,18.0
126555,2014-06-09 04:00:00,2014-06-09,4.0,19.0
126556,2014-06-09 05:00:00,2014-06-09,5.0,19.0
126557,2014-06-09 06:00:00,2014-06-09,6.0,21.0
126558,2014-06-09 07:00:00,2014-06-09,7.0,30.0
126559,2014-06-09 08:00:00,2014-06-09,8.0,42.0
126560,2014-06-09 09:00:00,2014-06-09,9.0,52.0
126561,,,,
126562,2014-06-09 11:00:00,2014-06-09,11.0,66.0
126563,2014-06-09 12:00:00,2014-06-09,12.0,59.0
126564,2014-06-09 13:00:00,2014-06-09,13.0,41.0
126565,2014-06-09 14:00:00,2014-06-09,14.0,19.0
126566,2014-06-09 15:00:00,2014-06-09,15.0,23.0
126567,2014-06-09 16:00:00,2014-06-09,16.0,15.0
126568,2014-06-09 17:00:00,2014-06-09,17.0,29.0
126569,2014-06-09 18:00:00,2014-06-09,18.0,17.0
126570,2014-06-09 19:00:00,2014-06-09,19.0,15.0
126571,,,,
126572,2014-06-09 21:00:00,2014-06-09,21.0,29.0
