,DATETIME,FECHA,HORA,BJU
140105,2015-12-25 18:00:00,2015-12-25,18.0,46.0
140106,2015-12-25 19:00:00,2015-12-25,19.0,55.0
140107,2015-12-25 20:00:00,2015-12-25,20.0,54.0
140108,2015-12-25 21:00:00,2015-12-25,21.0,52.0
140109,2015-12-25 22:00:00,2015-12-25,22.0,65.0
140110,2015-12-25 23:00:00,2015-12-25,23.0,63.0
140111,2015-12-25 00:00:00,2015-12-25,0.0,59.0
140112,2015-12-26 01:00:00,2015-12-26,1.0,68.0
140113,2015-12-26 02:00:00,2015-12-26,2.0,66.0
140114,2015-12-26 03:00:00,2015-12-26,3.0,59.0
140115,2015-12-26 04:00:00,2015-12-26,4.0,57.0
140116,2015-12-26 05:00:00,2015-12-26,5.0,59.0
140117,2015-12-26 06:00:00,2015-12-26,6.0,51.0
140118,2015-12-26 07:00:00,2015-12-26,7.0,49.0
140119,2015-12-26 08:00:00,2015-12-26,8.0,56.0
140120,2015-12-26 09:00:00,2015-12-26,9.0,47.0
140121,2015-12-26 10:00:00,2015-12-26,10.0,55.0
140122,2015-12-26 11:00:00,2015-12-26,11.0,51.0
140123,2015-12-26 12:00:00,2015-12-26,12.0,48.0
140124,2015-12-26 13:00:00,2015-12-26,13.0,54.0
140125,2015-12-26 14:00:00,2015-12-26,14.0,48.0
140126,2015-12-26 15:00:00,2015-12-26,15.0,48.0
140127,2015-12-26 16:00:00,2015-12-26,16.0,35.0
140128,2015-12-26 17:00:00,2015-12-26,17.0,32.0
140129,2015-12-26 18:00:00,2015-12-26,18.0,33.0
140130,2015-12-26 19:00:00,2015-12-26,19.0,30.0
140131,2015-12-26 20:00:00,2015-12-26,20.0,37.0
140132,2015-12-26 21:00:00,2015-12-26,21.0,31.0
140133,2015-12-26 22:00:00,2015-12-26,22.0,33.0
140134,2015-12-26 23:00:00,2015-12-26,23.0,33.0
140135,2015-12-26 00:00:00,2015-12-26,0.0,17.0
140136,2015-12-27 01:00:00,2015-12-27,1.0,16.0
140137,2015-12-27 02:00:00,2015-12-27,2.0,10.0
140138,2015-12-27 03:00:00,2015-12-27,3.0,9.0
140139,2015-12-27 04:00:00,2015-12-27,4.0,14.0
140140,2015-12-27 05:00:00,2015-12-27,5.0,9.0
140141,2015-12-27 06:00:00,2015-12-27,6.0,8.0
140142,2015-12-27 07:00:00,2015-12-27,7.0,11.0
140143,2015-12-27 08:00:00,2015-12-27,8.0,17.0
140144,2015-12-27 09:00:00,2015-12-27,9.0,19.0
140145,2015-12-27 10:00:00,2015-12-27,10.0,21.0
140146,2015-12-27 11:00:00,2015-12-27,11.0,24.0
140147,2015-12-27 12:00:00,2015-12-27,12.0,26.0
140148,2015-12-27 13:00:00,2015-12-27,13.0,23.0
140149,2015-12-27 14:00:00,2015-12-27,14.0,24.0
140150,2015-12-27 15:00:00,2015-12-27,15.0,37.0
140151,2015-12-27 16:00:00,2015-12-27,16.0,48.0
140152,2015-12-27 17:00:00,2015-12-27,17.0,39.0
140153,2015-12-27 18:00:00,2015-12-27,18.0,29.0
140154,2015-12-27 19:00:00,2015-12-27,19.0,18.0
140155,,,,
140156,,,,
140157,,,,
140158,,,,
140159,,,,
140160,,,,
140161,,,,
140162,,,,
140163,,,,
140164,,,,
140165,,,,
140166,,,,
140167,,,,
140168,,,,
140169,,,,
140170,,,,
140171,,,,
140172,,,,
140173,,,,
140174,,,,
140175,,,,
140176,,,,
140177,,,,
140178,,,,
140179,,,,
140180,,,,
140181,,,,
140182,,,,
140183,,,,
140184,2015-12-29 01:00:00,2015-12-29,1.0,37.0
140185,2015-12-29 02:00:00,2015-12-29,2.0,42.0
140186,2015-12-29 03:00:00,2015-12-29,3.0,40.0
140187,2015-12-29 04:00:00,2015-12-29,4.0,40.0
140188,2015-12-29 05:00:00,2015-12-29,5.0,33.0
140189,2015-12-29 06:00:00,2015-12-29,6.0,30.0
140190,2015-12-29 07:00:00,2015-12-29,7.0,45.0
140191,2015-12-29 08:00:00,2015-12-29,8.0,58.0
140192,2015-12-29 09:00:00,2015-12-29,9.0,60.0
140193,2015-12-29 10:00:00,2015-12-29,10.0,44.0
140194,,,,
140195,2015-12-29 12:00:00,2015-12-29,12.0,29.0
140196,2015-12-29 13:00:00,2015-12-29,13.0,25.0
140197,2015-12-29 14:00:00,2015-12-29,14.0,20.0
140198,2015-12-29 15:00:00,2015-12-29,15.0,27.0
140199,2015-12-29 16:00:00,2015-12-29,16.0,28.0
140200,2015-12-29 17:00:00,2015-12-29,17.0,35.0
140201,2015-12-29 18:00:00,2015-12-29,18.0,39.0
140202,2015-12-29 19:00:00,2015-12-29,19.0,33.0
140203,2015-12-29 20:00:00,2015-12-29,20.0,44.0
140204,2015-12-29 21:00:00,2015-12-29,21.0,40.0
140205,2015-12-29 22:00:00,2015-12-29,22.0,44.0
140206,2015-12-29 23:00:00,2015-12-29,23.0,46.0
140207,2015-12-29 00:00:00,2015-12-29,0.0,49.0
140208,2015-12-30 01:00:00,2015-12-30,1.0,52.0
140209,2015-12-30 02:00:00,2015-12-30,2.0,47.0
140210,2015-12-30 03:00:00,2015-12-30,3.0,45.0
140211,2015-12-30 04:00:00,2015-12-30,4.0,37.0
140212,2015-12-30 05:00:00,2015-12-30,5.0,38.0
140213,2015-12-30 06:00:00,2015-12-30,6.0,35.0
140214,2015-12-30 07:00:00,2015-12-30,7.0,43.0
140215,2015-12-30 08:00:00,2015-12-30,8.0,51.0
140216,2015-12-30 09:00:00,2015-12-30,9.0,50.0
140217,2015-12-30 10:00:00,2015-12-30,10.0,68.0
140218,2015-12-30 11:00:00,2015-12-30,11.0,61.0
140219,2015-12-30 12:00:00,2015-12-30,12.0,43.0
140220,2015-12-30 13:00:00,2015-12-30,13.0,47.0
140221,2015-12-30 14:00:00,2015-12-30,14.0,44.0
140222,2015-12-30 15:00:00,2015-12-30,15.0,41.0
140223,2015-12-30 16:00:00,2015-12-30,16.0,48.0
140224,2015-12-30 17:00:00,2015-12-30,17.0,59.0
140225,2015-12-30 18:00:00,2015-12-30,18.0,63.0
140226,2015-12-30 19:00:00,2015-12-30,19.0,76.0
140227,2015-12-30 20:00:00,2015-12-30,20.0,75.0
140228,2015-12-30 21:00:00,2015-12-30,21.0,66.0
140229,2015-12-30 22:00:00,2015-12-30,22.0,52.0
140230,2015-12-30 23:00:00,2015-12-30,23.0,40.0
140231,2015-12-30 00:00:00,2015-12-30,0.0,44.0
140232,2015-12-31 01:00:00,2015-12-31,1.0,43.0
140233,2015-12-31 02:00:00,2015-12-31,2.0,40.0
140234,2015-12-31 03:00:00,2015-12-31,3.0,61.0
140235,2015-12-31 04:00:00,2015-12-31,4.0,58.0
140236,2015-12-31 05:00:00,2015-12-31,5.0,65.0
140237,2015-12-31 06:00:00,2015-12-31,6.0,63.0
140238,2015-12-31 07:00:00,2015-12-31,7.0,65.0
140239,2015-12-31 08:00:00,2015-12-31,8.0,73.0
140240,2015-12-31 09:00:00,2015-12-31,9.0,64.0
140241,2015-12-31 10:00:00,2015-12-31,10.0,62.0
140242,2015-12-31 11:00:00,2015-12-31,11.0,73.0
140243,2015-12-31 12:00:00,2015-12-31,12.0,77.0
140244,2015-12-31 13:00:00,2015-12-31,13.0,81.0
140245,2015-12-31 14:00:00,2015-12-31,14.0,91.0
140246,2015-12-31 15:00:00,2015-12-31,15.0,84.0
140247,2015-12-31 16:00:00,2015-12-31,16.0,63.0
140248,2015-12-31 17:00:00,2015-12-31,17.0,46.0
140249,2015-12-31 18:00:00,2015-12-31,18.0,66.0
140250,2015-12-31 19:00:00,2015-12-31,19.0,38.0
140251,2015-12-31 20:00:00,2015-12-31,20.0,54.0
140252,2015-12-31 21:00:00,2015-12-31,21.0,68.0
140253,2015-12-31 22:00:00,2015-12-31,22.0,71.0
140254,,,,
140255,2015-12-31 00:00:00,2015-12-31,0.0,77.0
140256,2016-01-01 01:00:00,2016-01-01,1.0,100.0
140257,2016-01-01 02:00:00,2016-01-01,2.0,107.0
140258,2016-01-01 03:00:00,2016-01-01,3.0,136.0
140259,2016-01-01 04:00:00,2016-01-01,4.0,137.0
140260,2016-01-01 05:00:00,2016-01-01,5.0,171.0
140261,2016-01-01 06:00:00,2016-01-01,6.0,161.0
140262,2016-01-01 07:00:00,2016-01-01,7.0,149.0
140263,2016-01-01 08:00:00,2016-01-01,8.0,140.0
140264,2016-01-01 09:00:00,2016-01-01,9.0,146.0
140265,2016-01-01 10:00:00,2016-01-01,10.0,170.0
140266,2016-01-01 11:00:00,2016-01-01,11.0,188.0
140267,2016-01-01 12:00:00,2016-01-01,12.0,194.0
140268,2016-01-01 13:00:00,2016-01-01,13.0,178.0
140269,2016-01-01 14:00:00,2016-01-01,14.0,132.0
140270,2016-01-01 15:00:00,2016-01-01,15.0,100.0
140271,2016-01-01 16:00:00,2016-01-01,16.0,70.0
140272,2016-01-01 17:00:00,2016-01-01,17.0,55.0
140273,2016-01-01 18:00:00,2016-01-01,18.0,58.0
140274,2016-01-01 19:00:00,2016-01-01,19.0,33.0
140275,2016-01-01 20:00:00,2016-01-01,20.0,63.0
140276,2016-01-01 21:00:00,2016-01-01,21.0,52.0
140277,2016-01-01 22:00:00,2016-01-01,22.0,52.0
140278,,,,
140279,,,,
140280,,,,
140281,,,,
140282,,,,
140283,,,,
140284,,,,
140285,,,,
140286,,,,
140287,,,,
140288,,,,
140289,,,,
140290,,,,
140291,,,,
140292,,,,
140293,,,,
140294,,,,
140295,,,,
140296,,,,
140297,,,,
140298,,,,
140299,,,,
140300,,,,
140301,,,,
140302,,,,
140303,2016-01-02 00:00:00,2016-01-02,0.0,43.0
140304,2016-01-03 01:00:00,2016-01-03,1.0,43.0
140305,2016-01-03 02:00:00,2016-01-03,2.0,37.0
140306,2016-01-03 03:00:00,2016-01-03,3.0,40.0
140307,2016-01-03 04:00:00,2016-01-03,4.0,34.0
140308,2016-01-03 05:00:00,2016-01-03,5.0,26.0
140309,2016-01-03 06:00:00,2016-01-03,6.0,36.0
140310,2016-01-03 07:00:00,2016-01-03,7.0,51.0
140311,2016-01-03 08:00:00,2016-01-03,8.0,48.0
140312,2016-01-03 09:00:00,2016-01-03,9.0,51.0
140313,2016-01-03 10:00:00,2016-01-03,10.0,62.0
140314,2016-01-03 11:00:00,2016-01-03,11.0,65.0
140315,2016-01-03 12:00:00,2016-01-03,12.0,67.0
140316,2016-01-03 13:00:00,2016-01-03,13.0,76.0
140317,2016-01-03 14:00:00,2016-01-03,14.0,67.0
140318,2016-01-03 15:00:00,2016-01-03,15.0,58.0
140319,2016-01-03 16:00:00,2016-01-03,16.0,56.0
140320,2016-01-03 17:00:00,2016-01-03,17.0,58.0
140321,2016-01-03 18:00:00,2016-01-03,18.0,45.0
140322,2016-01-03 19:00:00,2016-01-03,19.0,37.0
140323,2016-01-03 20:00:00,2016-01-03,20.0,30.0
140324,2016-01-03 21:00:00,2016-01-03,21.0,35.0
140325,2016-01-03 22:00:00,2016-01-03,22.0,35.0
140326,2016-01-03 23:00:00,2016-01-03,23.0,32.0
140327,2016-01-03 00:00:00,2016-01-03,0.0,32.0
140328,2016-01-04 01:00:00,2016-01-04,1.0,25.0
140329,2016-01-04 02:00:00,2016-01-04,2.0,22.0
140330,2016-01-04 03:00:00,2016-01-04,3.0,26.0
140331,2016-01-04 04:00:00,2016-01-04,4.0,23.0
140332,2016-01-04 05:00:00,2016-01-04,5.0,34.0
140333,2016-01-04 06:00:00,2016-01-04,6.0,40.0
140334,2016-01-04 07:00:00,2016-01-04,7.0,81.0
140335,2016-01-04 08:00:00,2016-01-04,8.0,116.0
140336,2016-01-04 09:00:00,2016-01-04,9.0,119.0
140337,2016-01-04 10:00:00,2016-01-04,10.0,125.0
140338,2016-01-04 11:00:00,2016-01-04,11.0,145.0
140339,2016-01-04 12:00:00,2016-01-04,12.0,128.0
140340,2016-01-04 13:00:00,2016-01-04,13.0,108.0
140341,2016-01-04 14:00:00,2016-01-04,14.0,52.0
140342,2016-01-04 15:00:00,2016-01-04,15.0,111.0
140343,2016-01-04 16:00:00,2016-01-04,16.0,88.0
140344,2016-01-04 17:00:00,2016-01-04,17.0,81.0
140345,2016-01-04 18:00:00,2016-01-04,18.0,52.0
140346,2016-01-04 19:00:00,2016-01-04,19.0,21.0
140347,2016-01-04 20:00:00,2016-01-04,20.0,16.0
140348,2016-01-04 21:00:00,2016-01-04,21.0,25.0
140349,2016-01-04 22:00:00,2016-01-04,22.0,29.0
140350,2016-01-04 23:00:00,2016-01-04,23.0,32.0
140351,2016-01-04 00:00:00,2016-01-04,0.0,29.0
140352,2016-01-05 01:00:00,2016-01-05,1.0,30.0
140353,2016-01-05 02:00:00,2016-01-05,2.0,36.0
140354,2016-01-05 03:00:00,2016-01-05,3.0,38.0
140355,2016-01-05 04:00:00,2016-01-05,4.0,37.0
140356,2016-01-05 05:00:00,2016-01-05,5.0,36.0
140357,2016-01-05 06:00:00,2016-01-05,6.0,37.0
140358,2016-01-05 07:00:00,2016-01-05,7.0,47.0
140359,2016-01-05 08:00:00,2016-01-05,8.0,48.0
140360,2016-01-05 09:00:00,2016-01-05,9.0,68.0
140361,2016-01-05 10:00:00,2016-01-05,10.0,70.0
140362,2016-01-05 11:00:00,2016-01-05,11.0,76.0
140363,2016-01-05 12:00:00,2016-01-05,12.0,47.0
140364,2016-01-05 13:00:00,2016-01-05,13.0,54.0
140365,2016-01-05 14:00:00,2016-01-05,14.0,49.0
140366,2016-01-05 15:00:00,2016-01-05,15.0,46.0
140367,2016-01-05 16:00:00,2016-01-05,16.0,38.0
140368,2016-01-05 17:00:00,2016-01-05,17.0,37.0
140369,2016-01-05 18:00:00,2016-01-05,18.0,28.0
140370,2016-01-05 19:00:00,2016-01-05,19.0,29.0
140371,2016-01-05 20:00:00,2016-01-05,20.0,23.0
140372,2016-01-05 21:00:00,2016-01-05,21.0,19.0
140373,2016-01-05 22:00:00,2016-01-05,22.0,31.0
140374,2016-01-05 23:00:00,2016-01-05,23.0,27.0
140375,2016-01-05 00:00:00,2016-01-05,0.0,12.0
140376,2016-01-06 01:00:00,2016-01-06,1.0,16.0
140377,2016-01-06 02:00:00,2016-01-06,2.0,17.0
140378,2016-01-06 03:00:00,2016-01-06,3.0,13.0
140379,2016-01-06 04:00:00,2016-01-06,4.0,8.0
140380,2016-01-06 05:00:00,2016-01-06,5.0,19.0
140381,2016-01-06 06:00:00,2016-01-06,6.0,18.0
140382,2016-01-06 07:00:00,2016-01-06,7.0,20.0
140383,2016-01-06 08:00:00,2016-01-06,8.0,35.0
140384,2016-01-06 09:00:00,2016-01-06,9.0,45.0
140385,2016-01-06 10:00:00,2016-01-06,10.0,35.0
140386,2016-01-06 11:00:00,2016-01-06,11.0,14.0
140387,2016-01-06 12:00:00,2016-01-06,12.0,17.0
140388,2016-01-06 13:00:00,2016-01-06,13.0,24.0
140389,2016-01-06 14:00:00,2016-01-06,14.0,21.0
140390,2016-01-06 15:00:00,2016-01-06,15.0,29.0
140391,2016-01-06 16:00:00,2016-01-06,16.0,35.0
140392,2016-01-06 17:00:00,2016-01-06,17.0,44.0
140393,2016-01-06 18:00:00,2016-01-06,18.0,34.0
140394,2016-01-06 19:00:00,2016-01-06,19.0,25.0
140395,2016-01-06 20:00:00,2016-01-06,20.0,12.0
140396,2016-01-06 21:00:00,2016-01-06,21.0,7.0
140397,2016-01-06 22:00:00,2016-01-06,22.0,17.0
140398,2016-01-06 23:00:00,2016-01-06,23.0,9.0
140399,2016-01-06 00:00:00,2016-01-06,0.0,12.0
140400,2016-01-07 01:00:00,2016-01-07,1.0,14.0
140401,2016-01-07 02:00:00,2016-01-07,2.0,9.0
140402,2016-01-07 03:00:00,2016-01-07,3.0,11.0
140403,2016-01-07 04:00:00,2016-01-07,4.0,11.0
140404,2016-01-07 05:00:00,2016-01-07,5.0,5.0
140405,2016-01-07 06:00:00,2016-01-07,6.0,12.0
140406,2016-01-07 07:00:00,2016-01-07,7.0,20.0
140407,2016-01-07 08:00:00,2016-01-07,8.0,33.0
140408,2016-01-07 09:00:00,2016-01-07,9.0,31.0
140409,,,,
140410,,,,
140411,,,,
140412,,,,
140413,,,,
140414,2016-01-07 15:00:00,2016-01-07,15.0,31.0
140415,2016-01-07 16:00:00,2016-01-07,16.0,40.0
140416,2016-01-07 17:00:00,2016-01-07,17.0,42.0
140417,2016-01-07 18:00:00,2016-01-07,18.0,51.0
140418,2016-01-07 19:00:00,2016-01-07,19.0,34.0
140419,2016-01-07 20:00:00,2016-01-07,20.0,26.0
140420,2016-01-07 21:00:00,2016-01-07,21.0,27.0
140421,2016-01-07 22:00:00,2016-01-07,22.0,30.0
140422,2016-01-07 23:00:00,2016-01-07,23.0,24.0
140423,2016-01-07 00:00:00,2016-01-07,0.0,21.0
140424,2016-01-08 01:00:00,2016-01-08,1.0,25.0
140425,2016-01-08 02:00:00,2016-01-08,2.0,16.0
140426,2016-01-08 03:00:00,2016-01-08,3.0,18.0
140427,2016-01-08 04:00:00,2016-01-08,4.0,19.0
140428,2016-01-08 05:00:00,2016-01-08,5.0,26.0
140429,2016-01-08 06:00:00,2016-01-08,6.0,24.0
140430,2016-01-08 07:00:00,2016-01-08,7.0,19.0
140431,2016-01-08 08:00:00,2016-01-08,8.0,16.0
140432,2016-01-08 09:00:00,2016-01-08,9.0,26.0
140433,2016-01-08 10:00:00,2016-01-08,10.0,32.0
140434,2016-01-08 11:00:00,2016-01-08,11.0,25.0
140435,2016-01-08 12:00:00,2016-01-08,12.0,35.0
140436,2016-01-08 13:00:00,2016-01-08,13.0,45.0
140437,2016-01-08 14:00:00,2016-01-08,14.0,43.0
140438,2016-01-08 15:00:00,2016-01-08,15.0,36.0
140439,2016-01-08 16:00:00,2016-01-08,16.0,42.0
140440,2016-01-08 17:00:00,2016-01-08,17.0,38.0
140441,2016-01-08 18:00:00,2016-01-08,18.0,34.0
140442,2016-01-08 19:00:00,2016-01-08,19.0,30.0
140443,2016-01-08 20:00:00,2016-01-08,20.0,40.0
140444,2016-01-08 21:00:00,2016-01-08,21.0,25.0
140445,2016-01-08 22:00:00,2016-01-08,22.0,22.0
140446,2016-01-08 23:00:00,2016-01-08,23.0,28.0
140447,2016-01-08 00:00:00,2016-01-08,0.0,51.0
140448,2016-01-09 01:00:00,2016-01-09,1.0,32.0
140449,2016-01-09 02:00:00,2016-01-09,2.0,28.0
140450,2016-01-09 03:00:00,2016-01-09,3.0,35.0
140451,2016-01-09 04:00:00,2016-01-09,4.0,24.0
140452,2016-01-09 05:00:00,2016-01-09,5.0,22.0
140453,2016-01-09 06:00:00,2016-01-09,6.0,22.0
140454,2016-01-09 07:00:00,2016-01-09,7.0,24.0
140455,2016-01-09 08:00:00,2016-01-09,8.0,28.0
140456,2016-01-09 09:00:00,2016-01-09,9.0,33.0
140457,2016-01-09 10:00:00,2016-01-09,10.0,40.0
140458,2016-01-09 11:00:00,2016-01-09,11.0,49.0
140459,2016-01-09 12:00:00,2016-01-09,12.0,49.0
140460,2016-01-09 13:00:00,2016-01-09,13.0,43.0
140461,2016-01-09 14:00:00,2016-01-09,14.0,44.0
140462,2016-01-09 15:00:00,2016-01-09,15.0,30.0
140463,2016-01-09 16:00:00,2016-01-09,16.0,42.0
140464,2016-01-09 17:00:00,2016-01-09,17.0,45.0
140465,2016-01-09 18:00:00,2016-01-09,18.0,35.0
140466,2016-01-09 19:00:00,2016-01-09,19.0,26.0
140467,2016-01-09 20:00:00,2016-01-09,20.0,17.0
140468,2016-01-09 21:00:00,2016-01-09,21.0,21.0
140469,2016-01-09 22:00:00,2016-01-09,22.0,18.0
140470,2016-01-09 23:00:00,2016-01-09,23.0,21.0
140471,2016-01-09 00:00:00,2016-01-09,0.0,16.0
140472,2016-01-10 01:00:00,2016-01-10,1.0,18.0
140473,2016-01-10 02:00:00,2016-01-10,2.0,27.0
140474,2016-01-10 03:00:00,2016-01-10,3.0,22.0
140475,2016-01-10 04:00:00,2016-01-10,4.0,25.0
140476,2016-01-10 05:00:00,2016-01-10,5.0,21.0
140477,2016-01-10 06:00:00,2016-01-10,6.0,16.0
140478,2016-01-10 07:00:00,2016-01-10,7.0,21.0
140479,2016-01-10 08:00:00,2016-01-10,8.0,33.0
140480,2016-01-10 09:00:00,2016-01-10,9.0,36.0
140481,2016-01-10 10:00:00,2016-01-10,10.0,23.0
140482,2016-01-10 11:00:00,2016-01-10,11.0,21.0
140483,2016-01-10 12:00:00,2016-01-10,12.0,26.0
140484,2016-01-10 13:00:00,2016-01-10,13.0,29.0
140485,2016-01-10 14:00:00,2016-01-10,14.0,23.0
140486,2016-01-10 15:00:00,2016-01-10,15.0,27.0
140487,2016-01-10 16:00:00,2016-01-10,16.0,35.0
140488,2016-01-10 17:00:00,2016-01-10,17.0,27.0
140489,2016-01-10 18:00:00,2016-01-10,18.0,26.0
140490,2016-01-10 19:00:00,2016-01-10,19.0,23.0
140491,2016-01-10 20:00:00,2016-01-10,20.0,12.0
140492,2016-01-10 21:00:00,2016-01-10,21.0,16.0
140493,2016-01-10 22:00:00,2016-01-10,22.0,23.0
140494,2016-01-10 23:00:00,2016-01-10,23.0,30.0
140495,2016-01-10 00:00:00,2016-01-10,0.0,32.0
140496,2016-01-11 01:00:00,2016-01-11,1.0,16.0
140497,2016-01-11 02:00:00,2016-01-11,2.0,12.0
140498,2016-01-11 03:00:00,2016-01-11,3.0,12.0
140499,2016-01-11 04:00:00,2016-01-11,4.0,17.0
140500,2016-01-11 05:00:00,2016-01-11,5.0,14.0
140501,2016-01-11 06:00:00,2016-01-11,6.0,22.0
140502,2016-01-11 07:00:00,2016-01-11,7.0,47.0
140503,2016-01-11 08:00:00,2016-01-11,8.0,67.0
140504,2016-01-11 09:00:00,2016-01-11,9.0,53.0
140505,2016-01-11 10:00:00,2016-01-11,10.0,50.0
140506,2016-01-11 11:00:00,2016-01-11,11.0,39.0
140507,2016-01-11 12:00:00,2016-01-11,12.0,16.0
140508,2016-01-11 13:00:00,2016-01-11,13.0,21.0
140509,2016-01-11 14:00:00,2016-01-11,14.0,37.0
140510,2016-01-11 15:00:00,2016-01-11,15.0,64.0
140511,2016-01-11 16:00:00,2016-01-11,16.0,54.0
140512,2016-01-11 17:00:00,2016-01-11,17.0,44.0
140513,2016-01-11 18:00:00,2016-01-11,18.0,42.0
140514,2016-01-11 19:00:00,2016-01-11,19.0,22.0
140515,2016-01-11 20:00:00,2016-01-11,20.0,21.0
140516,2016-01-11 21:00:00,2016-01-11,21.0,16.0
140517,2016-01-11 22:00:00,2016-01-11,22.0,28.0
140518,2016-01-11 23:00:00,2016-01-11,23.0,27.0
140519,2016-01-11 00:00:00,2016-01-11,0.0,31.0
140520,2016-01-12 01:00:00,2016-01-12,1.0,33.0
140521,2016-01-12 02:00:00,2016-01-12,2.0,38.0
140522,2016-01-12 03:00:00,2016-01-12,3.0,27.0
140523,2016-01-12 04:00:00,2016-01-12,4.0,21.0
140524,2016-01-12 05:00:00,2016-01-12,5.0,23.0
140525,2016-01-12 06:00:00,2016-01-12,6.0,17.0
140526,2016-01-12 07:00:00,2016-01-12,7.0,40.0
140527,2016-01-12 08:00:00,2016-01-12,8.0,71.0
140528,2016-01-12 09:00:00,2016-01-12,9.0,79.0
140529,2016-01-12 10:00:00,2016-01-12,10.0,83.0
140530,2016-01-12 11:00:00,2016-01-12,11.0,56.0
140531,2016-01-12 12:00:00,2016-01-12,12.0,44.0
140532,2016-01-12 13:00:00,2016-01-12,13.0,43.0
140533,2016-01-12 14:00:00,2016-01-12,14.0,58.0
140534,2016-01-12 15:00:00,2016-01-12,15.0,58.0
140535,2016-01-12 16:00:00,2016-01-12,16.0,58.0
140536,2016-01-12 17:00:00,2016-01-12,17.0,67.0
140537,2016-01-12 18:00:00,2016-01-12,18.0,71.0
140538,2016-01-12 19:00:00,2016-01-12,19.0,60.0
140539,2016-01-12 20:00:00,2016-01-12,20.0,56.0
140540,2016-01-12 21:00:00,2016-01-12,21.0,51.0
140541,2016-01-12 22:00:00,2016-01-12,22.0,47.0
140542,2016-01-12 23:00:00,2016-01-12,23.0,47.0
140543,2016-01-12 00:00:00,2016-01-12,0.0,30.0
140544,2016-01-13 01:00:00,2016-01-13,1.0,26.0
140545,2016-01-13 02:00:00,2016-01-13,2.0,57.0
140546,2016-01-13 03:00:00,2016-01-13,3.0,66.0
140547,2016-01-13 04:00:00,2016-01-13,4.0,65.0
140548,2016-01-13 05:00:00,2016-01-13,5.0,58.0
140549,2016-01-13 06:00:00,2016-01-13,6.0,35.0
140550,2016-01-13 07:00:00,2016-01-13,7.0,9.0
140551,2016-01-13 08:00:00,2016-01-13,8.0,6.0
140552,2016-01-13 09:00:00,2016-01-13,9.0,13.0
140553,2016-01-13 10:00:00,2016-01-13,10.0,11.0
140554,2016-01-13 11:00:00,2016-01-13,11.0,4.0
140555,2016-01-13 12:00:00,2016-01-13,12.0,9.0
140556,2016-01-13 13:00:00,2016-01-13,13.0,9.0
140557,2016-01-13 14:00:00,2016-01-13,14.0,6.0
140558,2016-01-13 15:00:00,2016-01-13,15.0,11.0
140559,2016-01-13 16:00:00,2016-01-13,16.0,12.0
140560,2016-01-13 17:00:00,2016-01-13,17.0,14.0
140561,2016-01-13 18:00:00,2016-01-13,18.0,19.0
140562,2016-01-13 19:00:00,2016-01-13,19.0,15.0
140563,2016-01-13 20:00:00,2016-01-13,20.0,18.0
140564,2016-01-13 21:00:00,2016-01-13,21.0,22.0
140565,2016-01-13 22:00:00,2016-01-13,22.0,19.0
140566,2016-01-13 23:00:00,2016-01-13,23.0,28.0
140567,2016-01-13 00:00:00,2016-01-13,0.0,16.0
140568,2016-01-14 01:00:00,2016-01-14,1.0,28.0
140569,2016-01-14 02:00:00,2016-01-14,2.0,31.0
140570,2016-01-14 03:00:00,2016-01-14,3.0,29.0
140571,2016-01-14 04:00:00,2016-01-14,4.0,28.0
140572,2016-01-14 05:00:00,2016-01-14,5.0,24.0
140573,2016-01-14 06:00:00,2016-01-14,6.0,18.0
140574,2016-01-14 07:00:00,2016-01-14,7.0,19.0
140575,2016-01-14 08:00:00,2016-01-14,8.0,13.0
140576,2016-01-14 09:00:00,2016-01-14,9.0,18.0
140577,2016-01-14 10:00:00,2016-01-14,10.0,24.0
140578,2016-01-14 11:00:00,2016-01-14,11.0,13.0
140579,2016-01-14 12:00:00,2016-01-14,12.0,11.0
140580,2016-01-14 13:00:00,2016-01-14,13.0,10.0
140581,2016-01-14 14:00:00,2016-01-14,14.0,12.0
140582,2016-01-14 15:00:00,2016-01-14,15.0,7.0
140583,2016-01-14 16:00:00,2016-01-14,16.0,10.0
140584,2016-01-14 17:00:00,2016-01-14,17.0,12.0
140585,2016-01-14 18:00:00,2016-01-14,18.0,12.0
140586,2016-01-14 19:00:00,2016-01-14,19.0,14.0
140587,2016-01-14 20:00:00,2016-01-14,20.0,18.0
140588,2016-01-14 21:00:00,2016-01-14,21.0,19.0
140589,2016-01-14 22:00:00,2016-01-14,22.0,13.0
140590,2016-01-14 23:00:00,2016-01-14,23.0,10.0
140591,2016-01-14 00:00:00,2016-01-14,0.0,35.0
140592,2016-01-15 01:00:00,2016-01-15,1.0,33.0
140593,2016-01-15 02:00:00,2016-01-15,2.0,19.0
140594,2016-01-15 03:00:00,2016-01-15,3.0,18.0
140595,2016-01-15 04:00:00,2016-01-15,4.0,32.0
140596,2016-01-15 05:00:00,2016-01-15,5.0,36.0
140597,2016-01-15 06:00:00,2016-01-15,6.0,29.0
140598,2016-01-15 07:00:00,2016-01-15,7.0,40.0
140599,2016-01-15 08:00:00,2016-01-15,8.0,55.0
140600,2016-01-15 09:00:00,2016-01-15,9.0,35.0
140601,2016-01-15 10:00:00,2016-01-15,10.0,24.0
140602,2016-01-15 11:00:00,2016-01-15,11.0,28.0
